PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40
PRD0904533,CL00049,DEP00012,G00004,D00002
PRD0903991,CL00049,DEP00012,G00004,D00002
PRD0902708,CL00049,DEP00012,G00004,D00002
PRD0903323,CL00047,DEP00012,G00004,D00002
PRD0902118,CL00049,DEP00012,G00004,D00002
PRD0902725,CL00049,DEP00012,G00004,D00002
PRD0903903,CL00049,DEP00012,G00004,D00002
PRD0904655,CL00047,DEP00012,G00004,D00002
PRD0904659,CL00046,DEP00012,G00004,D00002
PRD0900723,CL00049,DEP00012,G00004,D00002
PRD0904020,CL00049,DEP00012,G00004,D00002
PRD0901901,CL00050,DEP00013,G00005,D00002
PRD0901955,CL00051,DEP00013,G00005,D00002
PRD0900388,CL00050,DEP00013,G00005,D00002
PRD0900748,CL00051,DEP00013,G00005,D00002
PRD0900179,CL00051,DEP00013,G00005,D00002
PRD0903126,CL00050,DEP00013,G00005,D00002
PRD0902542,CL00052,DEP00013,G00005,D00002
PRD0901202,CL00051,DEP00013,G00005,D00002
PRD0902369,CL00050,DEP00013,G00005,D00002
PRD0902217,CL00053,DEP00013,G00005,D00002
PRD0903651,CL00053,DEP00013,G00005,D00002
PRD0901238,CL00053,DEP00013,G00005,D00002
PRD0904199,CL00052,DEP00013,G00005,D00002
PRD0901993,CL00053,DEP00013,G00005,D00002
PRD0901484,CL00053,DEP00013,G00005,D00002
PRD0904877,CL00052,DEP00013,G00005,D00002
PRD0903722,CL00051,DEP00013,G00005,D00002
PRD0904664,CL00052,DEP00013,G00005,D00002
PRD0902678,CL00053,DEP00013,G00005,D00002
PRD0900267,CL00050,DEP00013,G00005,D00002
PRD0903911,CL00050,DEP00013,G00005,D00002
PRD0902743,CL00051,DEP00013,G00005,D00002
PRD0904418,CL00051,DEP00013,G00005,D00002
PRD0900652,CL00050,DEP00013,G00005,D00002
PRD0901727,CL00059,DEP00016,G00006,D00002
PRD0900664,CL00058,DEP00016,G00006,D00002
PRD0901107,CL00058,DEP00016,G00006,D00002
PRD0903107,CL00058,DEP00016,G00006,D00002
PRD0904652,CL00058,DEP00016,G00006,D00002
PRD0904701,CL00058,DEP00016,G00006,D00002
PRD0902503,CL00058,DEP00016,G00006,D00002
PRD0901248,CL00058,DEP00016,G00006,D00002
PRD0902004,CL00058,DEP00016,G00006,D00002
PRD0900109,CL00059,DEP00016,G00006,D00002
PRD0901619,CL00058,DEP00016,G00006,D00002
PRD0902771,CL00058,DEP00016,G00006,D00002
PRD0903621,CL00058,DEP00016,G00006,D00002
PRD0901068,CL00058,DEP00016,G00006,D00002
PRD0900306,CL00058,DEP00016,G00006,D00002
PRD0900314,CL00058,DEP00016,G00006,D00002
PRD0900324,CL00058,DEP00016,G00006,D00002
PRD0904362,CL00058,DEP00016,G00006,D00002
PRD0902667,CL00058,DEP00016,G00006,D00002
PRD0900121,CL00063,DEP00019,G00007,D00002
PRD0904370,CL00068,DEP00019,G00007,D00002
PRD0901400,CL00065,DEP00019,G00007,D00002
PRD0901489,CL00067,DEP00019,G00007,D00002
PRD0903593,CL00063,DEP00019,G00007,D00002
PRD0902103,CL00067,DEP00019,G00007,D00002
PRD0903256,CL00063,DEP00019,G00007,D00002
PRD0904358,CL00063,DEP00019,G00007,D00002
PRD0903763,CL00067,DEP00019,G00007,D00002
PRD0902359,CL00063,DEP00019,G00007,D00002
PRD0900236,CL00063,DEP00019,G00007,D00002
PRD0902322,CL00063,DEP00019,G00007,D00002
PRD0903975,CL00067,DEP00019,G00007,D00002
PRD0903040,CL00064,DEP00019,G00007,D00002
PRD0901887,CL00063,DEP00019,G00007,D00002
PRD0903269,CL00064,DEP00019,G00007,D00002
PRD0902689,CL00067,DEP00019,G00007,D00002
PRD0900082,CL00067,DEP00019,G00007,D00002
PRD0904733,CL00067,DEP00019,G00007,D00002
PRD0903541,CL00064,DEP00019,G00007,D00002
PRD0901612,CL00067,DEP00019,G00007,D00002
PRD0901535,CL00064,DEP00019,G00007,D00002
PRD0904456,CL00067,DEP00019,G00007,D00002
PRD0901048,CL00065,DEP00019,G00007,D00002
PRD0904035,CL00065,DEP00019,G00007,D00002
PRD0903463,CL00067,DEP00019,G00007,D00002
PRD0901810,CL00067,DEP00019,G00007,D00002
PRD0903057,CL00063,DEP00019,G00007,D00002
PRD0902988,CL00067,DEP00019,G00007,D00002
PRD0904698,CL00063,DEP00019,G00007,D00002
PRD0901257,CL00067,DEP00019,G00007,D00002
PRD0902930,CL00063,DEP00019,G00007,D00002
PRD0903378,CL00063,DEP00019,G00007,D00002
PRD0904519,CL00067,DEP00019,G00007,D00002
PRD0901350,CL00068,DEP00019,G00007,D00002
PRD0904245,CL00065,DEP00019,G00007,D00002
PRD0900485,CL00067,DEP00019,G00007,D00002
PRD0904317,CL00067,DEP00019,G00007,D00002
PRD0904785,CL00067,DEP00019,G00007,D00002
PRD0902107,CL00067,DEP00019,G00007,D00002
PRD0902268,CL00068,DEP00019,G00007,D00002
PRD0901026,CL00068,DEP00019,G00007,D00002
PRD0903734,CL00063,DEP00019,G00007,D00002
PRD0904203,CL00067,DEP00019,G00007,D00002
PRD0901795,CL00063,DEP00019,G00007,D00002
PRD0900457,CL00067,DEP00019,G00007,D00002
PRD0903302,CL00067,DEP00019,G00007,D00002
PRD0901368,CL00063,DEP00019,G00007,D00002
PRD0902686,CL00067,DEP00019,G00007,D00002
PRD0904558,CL00067,DEP00019,G00007,D00002
PRD0900129,CL00067,DEP00019,G00007,D00002
PRD0902574,CL00068,DEP00019,G00007,D00002
PRD0903292,CL00065,DEP00019,G00007,D00002
PRD0901123,CL00064,DEP00019,G00007,D00002
PRD0901777,CL00064,DEP00019,G00007,D00002
PRD0904098,CL00067,DEP00019,G00007,D00002
PRD0903778,CL00067,DEP00019,G00007,D00002
PRD0903171,CL00067,DEP00019,G00007,D00002
PRD0901244,CL00067,DEP00019,G00007,D00002
PRD0904129,CL00064,DEP00019,G00007,D00002
PRD0900856,CL00067,DEP00019,G00007,D00002
PRD0904038,CL00067,DEP00019,G00007,D00002
PRD0901860,CL00067,DEP00019,G00007,D00002
PRD0902439,CL00063,DEP00019,G00007,D00002
PRD0902379,CL00067,DEP00019,G00007,D00002
PRD0902659,CL00065,DEP00019,G00007,D00002
PRD0903999,CL00067,DEP00019,G00007,D00002
PRD0902174,CL00065,DEP00019,G00007,D00002
PRD0904500,CL00063,DEP00019,G00007,D00002
PRD0904774,CL00064,DEP00019,G00007,D00002
PRD0901968,CL00067,DEP00019,G00007,D00002
PRD0902279,CL00067,DEP00019,G00007,D00002
PRD0904754,CL00067,DEP00019,G00007,D00002
PRD0901117,CL00068,DEP00019,G00007,D00002
PRD0904971,CL00067,DEP00019,G00007,D00002
PRD0901153,CL00065,DEP00019,G00007,D00002
PRD0904525,CL00065,DEP00019,G00007,D00002
PRD0901838,CL00067,DEP00019,G00007,D00002
PRD0904142,CL00068,DEP00019,G00007,D00002
PRD0901434,CL00067,DEP00019,G00007,D00002
PRD0901525,CL00067,DEP00019,G00007,D00002
PRD0903436,CL00067,DEP00019,G00007,D00002
PRD0904536,CL00068,DEP00019,G00007,D00002
PRD0903080,CL00067,DEP00019,G00007,D00002
PRD0902856,CL00068,DEP00019,G00007,D00002
PRD0902797,CL00063,DEP00019,G00007,D00002
PRD0900086,CL00067,DEP00019,G00007,D00002
PRD0900372,CL00067,DEP00019,G00007,D00002
PRD0903814,CL00067,DEP00019,G00007,D00002
PRD0903127,CL00067,DEP00019,G00007,D00002
PRD0901991,CL00064,DEP00019,G00007,D00002
PRD0900608,CL00067,DEP00019,G00007,D00002
PRD0903966,CL00068,DEP00019,G00007,D00002
PRD0903721,CL00067,DEP00019,G00007,D00002
PRD0902937,CL00067,DEP00019,G00007,D00002
PRD0904792,CL00065,DEP00019,G00007,D00002
PRD0903586,CL00068,DEP00019,G00007,D00002
PRD0900943,CL00067,DEP00019,G00007,D00002
PRD0901132,CL00069,DEP00020,G00007,D00002
PRD0900733,CL00070,DEP00020,G00007,D00002
PRD0904196,CL00069,DEP00020,G00007,D00002
PRD0903408,CL00070,DEP00020,G00007,D00002
PRD0900262,CL00070,DEP00020,G00007,D00002
PRD0900432,CL00070,DEP00020,G00007,D00002
PRD0902804,CL00070,DEP00020,G00007,D00002
PRD0902706,CL00070,DEP00020,G00007,D00002
PRD0902695,CL00070,DEP00020,G00007,D00002
PRD0901353,CL00070,DEP00020,G00007,D00002
PRD0900669,CL00069,DEP00020,G00007,D00002
PRD0902518,CL00069,DEP00020,G00007,D00002
PRD0900927,CL00069,DEP00020,G00007,D00002
PRD0902873,CL00070,DEP00020,G00007,D00002
PRD0903389,CL00070,DEP00020,G00007,D00002
PRD0903490,CL00069,DEP00020,G00007,D00002
PRD0900840,CL00069,DEP00020,G00007,D00002
PRD0903409,CL00070,DEP00020,G00007,D00002
PRD0900889,CL00070,DEP00020,G00007,D00002
PRD0904158,CL00070,DEP00020,G00007,D00002
PRD0901254,CL00069,DEP00020,G00007,D00002
PRD0901389,CL00070,DEP00020,G00007,D00002
PRD0903898,CL00070,DEP00020,G00007,D00002
PRD0904834,CL00070,DEP00020,G00007,D00002
PRD0901638,CL00070,DEP00020,G00007,D00002
PRD0902823,CL00069,DEP00020,G00007,D00002
PRD0900196,CL00070,DEP00020,G00007,D00002
PRD0904620,CL00070,DEP00020,G00007,D00002
PRD0902699,CL00070,DEP00020,G00007,D00002
PRD0902521,CL00070,DEP00020,G00007,D00002
PRD0904965,CL00070,DEP00020,G00007,D00002
PRD0902143,CL00071,DEP00020,G00007,D00002
PRD0901165,CL00070,DEP00020,G00007,D00002
PRD0901032,CL00069,DEP00020,G00007,D00002
PRD0902286,CL00070,DEP00020,G00007,D00002
PRD0901895,CL00070,DEP00020,G00007,D00002
PRD0900296,CL00070,DEP00020,G00007,D00002
PRD0904922,CL00070,DEP00020,G00007,D00002
PRD0900876,CL00070,DEP00020,G00007,D00002
PRD0902218,CL00069,DEP00020,G00007,D00002
PRD0900740,CL00070,DEP00020,G00007,D00002
PRD0903518,CL00069,DEP00020,G00007,D00002
PRD0902159,CL00070,DEP00020,G00007,D00002
PRD0902859,CL00069,DEP00020,G00007,D00002
PRD0902054,CL00073,DEP00021,G00007,D00002
PRD0901348,CL00072,DEP00021,G00007,D00002
PRD0901291,CL00072,DEP00021,G00007,D00002
PRD0903255,CL00073,DEP00021,G00007,D00002
PRD0903033,CL00073,DEP00021,G00007,D00002
PRD0901778,CL00073,DEP00021,G00007,D00002
PRD0904680,CL00072,DEP00021,G00007,D00002
PRD0900834,CL00073,DEP00021,G00007,D00002
PRD0900027,CL00074,DEP00021,G00007,D00002
PRD0902900,CL00072,DEP00021,G00007,D00002
PRD0902675,CL00073,DEP00021,G00007,D00002
PRD0904888,CL00073,DEP00021,G00007,D00002
PRD0900249,CL00072,DEP00021,G00007,D00002
PRD0902288,CL00074,DEP00021,G00007,D00002
PRD0904693,CL00073,DEP00021,G00007,D00002
PRD0903514,CL00073,DEP00021,G00007,D00002
PRD0902328,CL00073,DEP00021,G00007,D00002
PRD0902969,CL00074,DEP00021,G00007,D00002
PRD0902254,CL00073,DEP00021,G00007,D00002
PRD0904908,CL00073,DEP00021,G00007,D00002
PRD0903611,CL00074,DEP00021,G00007,D00002
PRD0901328,CL00072,DEP00021,G00007,D00002
PRD0903655,CL00074,DEP00021,G00007,D00002
PRD0904479,CL00073,DEP00021,G00007,D00002
PRD0904614,CL00073,DEP00021,G00007,D00002
PRD0900629,CL00073,DEP00021,G00007,D00002
PRD0901241,CL00073,DEP00021,G00007,D00002
PRD0904961,CL00073,DEP00021,G00007,D00002
PRD0903123,CL00073,DEP00021,G00007,D00002
PRD0901007,CL00073,DEP00021,G00007,D00002
PRD0903996,CL00073,DEP00021,G00007,D00002
PRD0902414,CL00072,DEP00021,G00007,D00002
PRD0901817,CL00073,DEP00021,G00007,D00002
PRD0901888,CL00073,DEP00021,G00007,D00002
PRD0903486,CL00073,DEP00021,G00007,D00002
PRD0900908,CL00073,DEP00021,G00007,D00002
PRD0903447,CL00074,DEP00021,G00007,D00002
PRD0903897,CL00074,DEP00021,G00007,D00002
PRD0902241,CL00074,DEP00021,G00007,D00002
PRD0900621,CL00074,DEP00021,G00007,D00002
PRD0900189,CL00073,DEP00021,G00007,D00002
PRD0901028,CL00074,DEP00021,G00007,D00002
PRD0901231,CL00073,DEP00021,G00007,D00002
PRD0901559,CL00074,DEP00021,G00007,D00002
PRD0903939,CL00073,DEP00021,G00007,D00002
PRD0903075,CL00074,DEP00021,G00007,D00002
PRD0903352,CL00072,DEP00021,G00007,D00002
PRD0901824,CL00073,DEP00021,G00007,D00002
PRD0903195,CL00073,DEP00021,G00007,D00002
PRD0904535,CL00074,DEP00021,G00007,D00002
PRD0903559,CL00074,DEP00021,G00007,D00002
PRD0903828,CL00073,DEP00021,G00007,D00002
PRD0900772,CL00073,DEP00021,G00007,D00002
PRD0904806,CL00073,DEP00021,G00007,D00002
PRD0900227,CL00072,DEP00021,G00007,D00002
PRD0903336,CL00074,DEP00021,G00007,D00002
PRD0904625,CL00072,DEP00021,G00007,D00002
PRD0903046,CL00079,DEP00022,G00007,D00002
PRD0901228,CL00078,DEP00022,G00007,D00002
PRD0904809,CL00079,DEP00022,G00007,D00002
PRD0904079,CL00076,DEP00022,G00007,D00002
PRD0904246,CL00079,DEP00022,G00007,D00002
PRD0904464,CL00079,DEP00022,G00007,D00002
PRD0901996,CL00079,DEP00022,G00007,D00002
PRD0901863,CL00076,DEP00022,G00007,D00002
PRD0904955,CL00075,DEP00022,G00007,D00002
PRD0903776,CL00079,DEP00022,G00007,D00002
PRD0904185,CL00079,DEP00022,G00007,D00002
PRD0903101,CL00075,DEP00022,G00007,D00002
PRD0904081,CL00079,DEP00022,G00007,D00002
PRD0903846,CL00075,DEP00022,G00007,D00002
PRD0901385,CL00076,DEP00022,G00007,D00002
PRD0904146,CL00075,DEP00022,G00007,D00002
PRD0903745,CL00077,DEP00022,G00007,D00002
PRD0903524,CL00079,DEP00022,G00007,D00002
PRD0904162,CL00079,DEP00022,G00007,D00002
PRD0903537,CL00076,DEP00022,G00007,D00002
PRD0902927,CL00077,DEP00022,G00007,D00002
PRD0904893,CL00076,DEP00022,G00007,D00002
PRD0904223,CL00078,DEP00022,G00007,D00002
PRD0901497,CL00076,DEP00022,G00007,D00002
PRD0902701,CL00079,DEP00022,G00007,D00002
PRD0902166,CL00079,DEP00022,G00007,D00002
PRD0902311,CL00075,DEP00022,G00007,D00002
PRD0900578,CL00079,DEP00022,G00007,D00002
PRD0901600,CL00079,DEP00022,G00007,D00002
PRD0903520,CL00076,DEP00022,G00007,D00002
PRD0901773,CL00078,DEP00022,G00007,D00002
PRD0903845,CL00079,DEP00022,G00007,D00002
PRD0902941,CL00079,DEP00022,G00007,D00002
PRD0901474,CL00075,DEP00022,G00007,D00002
PRD0902281,CL00079,DEP00022,G00007,D00002
PRD0902043,CL00075,DEP00022,G00007,D00002
PRD0903002,CL00075,DEP00022,G00007,D00002
PRD0902437,CL00079,DEP00022,G00007,D00002
PRD0904011,CL00076,DEP00022,G00007,D00002
PRD0903330,CL00075,DEP00022,G00007,D00002
PRD0904502,CL00079,DEP00022,G00007,D00002
PRD0904047,CL00075,DEP00022,G00007,D00002
PRD0901712,CL00078,DEP00022,G00007,D00002
PRD0900142,CL00079,DEP00022,G00007,D00002
PRD0901306,CL00077,DEP00022,G00007,D00002
PRD0902951,CL00075,DEP00022,G00007,D00002
PRD0903010,CL00075,DEP00022,G00007,D00002
PRD0902329,CL00076,DEP00022,G00007,D00002
PRD0900282,CL00079,DEP00022,G00007,D00002
PRD0901494,CL00079,DEP00022,G00007,D00002
PRD0901979,CL00076,DEP00022,G00007,D00002
PRD0904866,CL00075,DEP00022,G00007,D00002
PRD0904010,CL00075,DEP00022,G00007,D00002
PRD0901313,CL00079,DEP00022,G00007,D00002
PRD0901648,CL00078,DEP00022,G00007,D00002
PRD0901441,CL00079,DEP00022,G00007,D00002
PRD0901555,CL00076,DEP00022,G00007,D00002
PRD0903561,CL00075,DEP00022,G00007,D00002
PRD0900444,CL00079,DEP00022,G00007,D00002
PRD0900998,CL00075,DEP00022,G00007,D00002
PRD0904737,CL00076,DEP00022,G00007,D00002
PRD0903042,CL00075,DEP00022,G00007,D00002
PRD0900656,CL00075,DEP00022,G00007,D00002
PRD0900951,CL00079,DEP00022,G00007,D00002
PRD0901552,CL00079,DEP00022,G00007,D00002
PRD0901415,CL00076,DEP00022,G00007,D00002
PRD0901572,CL00076,DEP00022,G00007,D00002
PRD0901626,CL00079,DEP00022,G00007,D00002
PRD0903268,CL00075,DEP00022,G00007,D00002
PRD0900813,CL00076,DEP00022,G00007,D00002
PRD0901744,CL00075,DEP00022,G00007,D00002
PRD0900045,CL00075,DEP00022,G00007,D00002
PRD0903949,CL00076,DEP00022,G00007,D00002
PRD0904059,CL00079,DEP00022,G00007,D00002
PRD0901708,CL00077,DEP00022,G00007,D00002
PRD0902818,CL00078,DEP00022,G00007,D00002
PRD0904138,CL00075,DEP00022,G00007,D00002
PRD0900002,CL00075,DEP00022,G00007,D00002
PRD0902896,CL00076,DEP00022,G00007,D00002
PRD0900812,CL00079,DEP00022,G00007,D00002
PRD0903768,CL00077,DEP00022,G00007,D00002
PRD0903627,CL00079,DEP00022,G00007,D00002
PRD0903767,CL00075,DEP00022,G00007,D00002
PRD0903819,CL00078,DEP00022,G00007,D00002
PRD0904311,CL00079,DEP00022,G00007,D00002
PRD0902099,CL00075,DEP00022,G00007,D00002
PRD0902800,CL00075,DEP00022,G00007,D00002
PRD0903872,CL00075,DEP00022,G00007,D00002
PRD0901060,CL00075,DEP00022,G00007,D00002
PRD0901763,CL00075,DEP00022,G00007,D00002
PRD0902654,CL00075,DEP00022,G00007,D00002
PRD0904871,CL00075,DEP00022,G00007,D00002
PRD0900929,CL00076,DEP00022,G00007,D00002
PRD0901617,CL00079,DEP00022,G00007,D00002
PRD0904738,CL00078,DEP00022,G00007,D00002
PRD0904206,CL00076,DEP00022,G00007,D00002
PRD0903716,CL00075,DEP00022,G00007,D00002
PRD0903531,CL00079,DEP00022,G00007,D00002
PRD0904789,CL00075,DEP00022,G00007,D00002
PRD0903569,CL00079,DEP00022,G00007,D00002
PRD0900952,CL00079,DEP00022,G00007,D00002
PRD0900667,CL00075,DEP00022,G00007,D00002
PRD0902716,CL00075,DEP00022,G00007,D00002
PRD0902959,CL00079,DEP00022,G00007,D00002
PRD0901601,CL00076,DEP00022,G00007,D00002
PRD0900547,CL00076,DEP00022,G00007,D00002
PRD0902563,CL00079,DEP00022,G00007,D00002
PRD0901173,CL00075,DEP00022,G00007,D00002
PRD0903943,CL00075,DEP00022,G00007,D00002
PRD0902604,CL00075,DEP00022,G00007,D00002
PRD0902789,CL00079,DEP00022,G00007,D00002
PRD0901247,CL00076,DEP00022,G00007,D00002
PRD0900162,CL00079,DEP00022,G00007,D00002
PRD0903085,CL00076,DEP00022,G00007,D00002
PRD0901345,CL00075,DEP00022,G00007,D00002
PRD0902376,CL00079,DEP00022,G00007,D00002
PRD0900540,CL00075,DEP00022,G00007,D00002
PRD0902705,CL00076,DEP00022,G00007,D00002
PRD0900188,CL00075,DEP00022,G00007,D00002
PRD0901338,CL00079,DEP00022,G00007,D00002
PRD0903286,CL00079,DEP00022,G00007,D00002
PRD0901753,CL00079,DEP00022,G00007,D00002
PRD0900168,CL00075,DEP00022,G00007,D00002
PRD0900295,CL00083,DEP00023,G00007,D00002
PRD0900477,CL00083,DEP00023,G00007,D00002
PRD0902294,CL00083,DEP00023,G00007,D00002
PRD0901906,CL00081,DEP00023,G00007,D00002
PRD0904423,CL00083,DEP00023,G00007,D00002
PRD0900329,CL00083,DEP00023,G00007,D00002
PRD0901732,CL00084,DEP00023,G00007,D00002
PRD0900898,CL00081,DEP00023,G00007,D00002
PRD0901985,CL00083,DEP00023,G00007,D00002
PRD0903344,CL00081,DEP00023,G00007,D00002
PRD0904045,CL00083,DEP00023,G00007,D00002
PRD0902709,CL00084,DEP00023,G00007,D00002
PRD0900328,CL00081,DEP00023,G00007,D00002
PRD0903060,CL00083,DEP00023,G00007,D00002
PRD0902447,CL00083,DEP00023,G00007,D00002
PRD0902802,CL00084,DEP00023,G00007,D00002
PRD0901270,CL00083,DEP00023,G00007,D00002
PRD0902141,CL00084,DEP00023,G00007,D00002
PRD0900235,CL00083,DEP00023,G00007,D00002
PRD0901695,CL00086,DEP00024,G00007,D00002
PRD0904584,CL00086,DEP00024,G00007,D00002
PRD0900176,CL00086,DEP00024,G00007,D00002
PRD0903084,CL00086,DEP00024,G00007,D00002
PRD0901874,CL00085,DEP00024,G00007,D00002
PRD0903988,CL00086,DEP00024,G00007,D00002
PRD0900071,CL00086,DEP00024,G00007,D00002
PRD0904909,CL00086,DEP00024,G00007,D00002
PRD0901079,CL00086,DEP00024,G00007,D00002
PRD0903377,CL00086,DEP00024,G00007,D00002
PRD0904826,CL00086,DEP00024,G00007,D00002
PRD0902464,CL00086,DEP00024,G00007,D00002
PRD0904985,CL00085,DEP00024,G00007,D00002
PRD0902543,CL00085,DEP00024,G00007,D00002
PRD0900038,CL00086,DEP00024,G00007,D00002
PRD0900111,CL00085,DEP00024,G00007,D00002
PRD0901719,CL00085,DEP00024,G00007,D00002
PRD0901098,CL00089,DEP00025,G00008,D00002
PRD0903617,CL00089,DEP00025,G00008,D00002
PRD0900941,CL00089,DEP00025,G00008,D00002
PRD0901530,CL00089,DEP00025,G00008,D00002
PRD0900582,CL00089,DEP00025,G00008,D00002
PRD0900138,CL00088,DEP00025,G00008,D00002
PRD0903147,CL00089,DEP00025,G00008,D00002
PRD0904488,CL00089,DEP00025,G00008,D00002
PRD0901858,CL00087,DEP00025,G00008,D00002
PRD0901317,CL00087,DEP00025,G00008,D00002
PRD0902081,CL00089,DEP00025,G00008,D00002
PRD0904700,CL00087,DEP00025,G00008,D00002
PRD0904555,CL00088,DEP00025,G00008,D00002
PRD0904393,CL00087,DEP00025,G00008,D00002
PRD0902786,CL00088,DEP00025,G00008,D00002
PRD0901849,CL00087,DEP00025,G00008,D00002
PRD0902462,CL00087,DEP00025,G00008,D00002
PRD0902531,CL00087,DEP00025,G00008,D00002
PRD0904894,CL00087,DEP00025,G00008,D00002
PRD0901182,CL00088,DEP00025,G00008,D00002
PRD0904696,CL00087,DEP00025,G00008,D00002
PRD0902727,CL00087,DEP00025,G00008,D00002
PRD0903639,CL00088,DEP00025,G00008,D00002
PRD0901945,CL00089,DEP00025,G00008,D00002
PRD0902440,CL00087,DEP00025,G00008,D00002
PRD0903759,CL00087,DEP00025,G00008,D00002
PRD0900705,CL00088,DEP00025,G00008,D00002
PRD0903371,CL00092,DEP00027,G00008,D00002
PRD0904827,CL00092,DEP00027,G00008,D00002
PRD0900219,CL00092,DEP00027,G00008,D00002
PRD0904892,CL00092,DEP00027,G00008,D00002
PRD0904374,CL00092,DEP00027,G00008,D00002
PRD0902018,CL00092,DEP00027,G00008,D00002
PRD0903791,CL00092,DEP00027,G00008,D00002
PRD0900245,CL00092,DEP00027,G00008,D00002
PRD0903592,CL00092,DEP00027,G00008,D00002
PRD0902226,CL00092,DEP00027,G00008,D00002
PRD0903047,CL00092,DEP00027,G00008,D00002
PRD0902194,CL00092,DEP00027,G00008,D00002
PRD0900356,CL00092,DEP00027,G00008,D00002
PRD0900100,CL00092,DEP00027,G00008,D00002
PRD0903504,CL00092,DEP00027,G00008,D00002
PRD0903591,CL00092,DEP00027,G00008,D00002
PRD0903248,CL00092,DEP00027,G00008,D00002
PRD0904799,CL00092,DEP00027,G00008,D00002
PRD0903221,CL00092,DEP00027,G00008,D00002
PRD0903283,CL00092,DEP00027,G00008,D00002
PRD0904019,CL00092,DEP00027,G00008,D00002
PRD0902267,CL00092,DEP00027,G00008,D00002
PRD0901853,CL00097,DEP00030,G00008,D00002
PRD0900566,CL00097,DEP00030,G00008,D00002
PRD0901716,CL00096,DEP00030,G00008,D00002
PRD0901867,CL00096,DEP00030,G00008,D00002
PRD0900334,CL00096,DEP00030,G00008,D00002
PRD0903108,CL00096,DEP00030,G00008,D00002
PRD0901375,CL00096,DEP00030,G00008,D00002
PRD0901194,CL00096,DEP00030,G00008,D00002
PRD0900757,CL00096,DEP00030,G00008,D00002
PRD0903596,CL00096,DEP00030,G00008,D00002
PRD0900965,CL00097,DEP00030,G00008,D00002
PRD0903540,CL00096,DEP00030,G00008,D00002
PRD0902890,CL00096,DEP00030,G00008,D00002
PRD0901184,CL00100,DEP00033,G00009,D00002
PRD0902469,CL00100,DEP00033,G00009,D00002
PRD0903937,CL00100,DEP00033,G00009,D00002
PRD0902115,CL00100,DEP00033,G00009,D00002
PRD0904173,CL00100,DEP00033,G00009,D00002
PRD0902207,CL00100,DEP00033,G00009,D00002
PRD0904294,CL00100,DEP00033,G00009,D00002
PRD0901724,CL00100,DEP00033,G00009,D00002
PRD0904573,CL00100,DEP00033,G00009,D00002
PRD0903350,CL00100,DEP00033,G00009,D00002
PRD0902745,CL00100,DEP00033,G00009,D00002
PRD0901865,CL00100,DEP00033,G00009,D00002
PRD0902981,CL00100,DEP00033,G00009,D00002
PRD0903737,CL00100,DEP00033,G00009,D00002
PRD0902731,CL00100,DEP00033,G00009,D00002
PRD0903360,CL00100,DEP00033,G00009,D00002
PRD0904882,CL00102,DEP00034,G00010,D00003
PRD0900425,CL00102,DEP00034,G00010,D00003
PRD0903920,CL00101,DEP00034,G00010,D00003
PRD0901937,CL00101,DEP00034,G00010,D00003
PRD0901981,CL00101,DEP00034,G00010,D00003
PRD0904600,CL00101,DEP00034,G00010,D00003
PRD0902313,CL00101,DEP00034,G00010,D00003
PRD0904861,CL00101,DEP00034,G00010,D00003
PRD0904550,CL00103,DEP00035,G00010,D00003
PRD0901390,CL00103,DEP00035,G00010,D00003
PRD0903665,CL00103,DEP00035,G00010,D00003
PRD0901585,CL00103,DEP00035,G00010,D00003
PRD0900006,CL00103,DEP00035,G00010,D00003
PRD0904039,CL00103,DEP00035,G00010,D00003
PRD0902844,CL00103,DEP00035,G00010,D00003
PRD0902982,CL00103,DEP00035,G00010,D00003
PRD0901222,CL00103,DEP00035,G00010,D00003
PRD0900618,CL00103,DEP00035,G00010,D00003
PRD0902058,CL00103,DEP00035,G00010,D00003
PRD0904249,CL00103,DEP00035,G00010,D00003
PRD0904921,CL00103,DEP00035,G00010,D00003
PRD0904000,CL00103,DEP00035,G00010,D00003
